equipment_type,equipment_name,brand,age,condition,usage_frequency,fuel_type,horsepower,maintenance_score,location,demand_level,rental_duration_preference,fuel_efficiency,technology_level,weather_dependency,seasonal_demand_multiplier,rental_price_per_day
Tractor,Sprayer Model 27,Brand D,5,Fair,174,Electric,157,0.20433963246606157,Suburban,0.31906295235996285,Short-Term,13.621112815538494,Basic,High,1.3,952.64
Sprayer,Harrow Model 40,Brand D,7,Good,115,Hybrid,113,0.01942134664859385,Suburban,0.3596042201393278,Long-Term,13.233464755928617,Intermediate,High,0.9,615.63
Mower,Combine Harvester Model 4,Brand C,2,Fair,230,Hybrid,232,0.9551025734508951,Urban,0.13786529610860576,Short-Term,8.45558651588757,Intermediate,Low,0.8,1163.88
Harrow,Sprayer Model 29,Brand B,8,Good,52,Diesel,422,0.23863798454203344,Urban,0.16316147290952132,Short-Term,11.50835137817731,Intermediate,High,1.0,4267.76
Cultivator,Tractor Model 8,Brand D,1,Good,120,Diesel,381,0.47365420225628585,Rural,0.5356635584138257,Short-Term,10.94947932378381,Intermediate,Medium,1.1,5739.6
Plough,Seed Drill Model 18,Brand A,2,Good,59,Diesel,197,0.5188552993597446,Suburban,0.5583602042801135,Short-Term,12.998059239671719,Intermediate,Low,1.0,4138.92
Harrow,Sprayer Model 18,Brand B,11,New,214,Diesel,95,0.6032289513399379,Rural,0.9087796470590727,Short-Term,5.38291936635888,Intermediate,Medium,1.0,1078.54
Harrow,Mower Model 43,Brand C,3,Good,269,Electric,205,0.1296176508214748,Suburban,0.703054118899969,Long-Term,12.38426012595878,Basic,Low,1.0,1526.07
Manure Spreader,Sprayer Model 47,Brand A,8,Good,286,Electric,252,0.6641129706774621,Rural,0.8734629571163183,Long-Term,10.566277613427648,Intermediate,Medium,1.0,1996.26
Manure Spreader,Manure Spreader Model 37,Brand B,4,Poor,204,Diesel,287,0.8793066218899052,Rural,0.0376786174792747,Short-Term,10.695953014453513,Advanced,High,1.0,1411.02
Tractor,Tractor Model 18,Brand C,7,Poor,250,Electric,409,0.3042786425307171,Urban,0.8678662010919659,Long-Term,14.248585518451623,Advanced,Medium,1.3,2418.88
Sprayer,Mower Model 2,Brand B,1,Fair,169,Diesel,480,0.961506367625965,Suburban,0.9148863323558439,Long-Term,12.646492162249617,Basic,Medium,0.9,3561.01
Cultivator,Mower Model 39,Brand A,8,Good,233,Electric,377,0.6468952287564481,Rural,0.8051543990505089,Short-Term,14.379601835593643,Intermediate,Low,1.1,3894.89
Cultivator,Manure Spreader Model 47,Brand A,3,Fair,86,Hybrid,496,0.13144167966055786,Suburban,0.5174827631133273,Short-Term,10.410044719990662,Intermediate,High,1.1,7605.89
Harrow,Combine Harvester Model 2,Brand B,1,Good,60,Electric,297,0.38616394214682304,Rural,0.24417889555744865,Short-Term,14.572724384622843,Advanced,High,1.0,5488.01
Combine Harvester,Seed Drill Model 16,Brand A,9,Fair,284,Hybrid,205,0.04233879031708354,Urban,0.3148353971546397,Short-Term,10.61121685303345,Advanced,Low,1.2,1480.29
Cultivator,Harrow Model 32,Brand C,11,Good,38,Hybrid,397,0.16956190123394133,Urban,0.7525159686910343,Short-Term,9.439797647032043,Intermediate,High,1.1,5491.16
Cultivator,Tractor Model 20,Brand C,7,New,108,Electric,254,0.845297735904924,Rural,0.49028726235143005,Short-Term,12.84073240969245,Intermediate,High,1.1,3558.87
Tractor,Tractor Model 6,Brand B,10,Good,40,Hybrid,414,0.5161581211554551,Urban,0.18523049508976264,Long-Term,14.612571377693971,Basic,Medium,1.3,3062.59
Mower,Manure Spreader Model 41,Brand D,3,Good,197,Diesel,451,0.48291836537689636,Rural,0.8564842557278478,Long-Term,10.126517010599738,Basic,Medium,0.8,2760.02
Harrow,Mower Model 37,Brand D,13,Fair,209,Diesel,444,0.9874459846856996,Suburban,0.6314837664497692,Long-Term,11.493691584071989,Intermediate,Low,1.0,1408.82
Manure Spreader,Combine Harvester Model 12,Brand B,14,Poor,73,Electric,390,0.25600526911904875,Suburban,0.22262215051404421,Long-Term,10.364980845539051,Basic,Medium,1.0,1312.1
Harrow,Tractor Model 22,Brand D,12,Poor,247,Hybrid,126,0.40381989791487405,Urban,0.5294832669852059,Short-Term,12.081766431037494,Intermediate,Medium,1.0,383.97
Cultivator,Cultivator Model 45,Brand C,3,New,38,Electric,452,0.4388392917653047,Urban,0.7066212863203555,Short-Term,12.099044917415172,Intermediate,Low,1.1,12256.92
Harrow,Seed Drill Model 31,Brand A,14,Good,262,Diesel,467,0.7173945064720224,Urban,0.44229203883299717,Short-Term,13.600484046011903,Advanced,High,1.0,3510.27
Manure Spreader,Mower Model 17,Brand B,2,Fair,53,Diesel,166,0.7705502151275815,Suburban,0.0594563505035286,Short-Term,5.591222913844376,Intermediate,Low,1.0,1923.99
Harrow,Manure Spreader Model 3,Brand D,7,Fair,257,Diesel,395,0.7859627171207014,Urban,0.32846609732057275,Short-Term,6.407939469490836,Basic,High,1.0,1776.76
Harrow,Cultivator Model 19,Brand A,8,Good,92,Hybrid,380,0.9625121009524613,Suburban,0.6624683838630804,Long-Term,6.926997202021251,Advanced,Low,1.0,5070.02
Manure Spreader,Combine Harvester Model 40,Brand B,11,Good,160,Hybrid,172,0.7121475570474929,Suburban,0.48874241948248165,Short-Term,14.791518569569167,Basic,Medium,1.0,1029.87
Mower,Plough Model 43,Brand C,12,Good,257,Diesel,137,0.36646541375583697,Rural,0.8516562522727961,Long-Term,9.577106227797012,Intermediate,Medium,0.8,607.83
Seed Drill,Cultivator Model 3,Brand C,1,Fair,297,Diesel,483,0.4864293817119236,Rural,0.45308980975076296,Short-Term,10.257288635394186,Basic,Medium,1.2,4298.31
Combine Harvester,Plough Model 23,Brand C,2,Good,214,Hybrid,383,0.5403914690663115,Urban,0.6366942116641452,Short-Term,8.319347901854847,Advanced,Low,1.2,6549.74
Seed Drill,Mower Model 16,Brand D,7,New,288,Diesel,237,0.9286211709318304,Suburban,0.3313163306588268,Short-Term,7.267004056883812,Advanced,Low,1.2,2733.16
Sprayer,Harrow Model 49,Brand A,9,New,139,Electric,297,0.7216815476065638,Rural,0.712241912591272,Long-Term,11.740991983099688,Intermediate,Medium,0.9,2680.76
Plough,Seed Drill Model 33,Brand D,6,Good,292,Hybrid,444,0.8421785589320351,Suburban,0.30240095501922015,Short-Term,11.76290901665185,Basic,Low,1.0,2530.53
Harrow,Combine Harvester Model 48,Brand A,14,Fair,169,Hybrid,171,0.6626975591237307,Urban,0.76207616875032,Short-Term,12.778514414701672,Basic,Low,1.0,990.21
Tractor,Plough Model 10,Brand A,8,Good,228,Electric,138,0.35769942654111964,Urban,0.10447988272620257,Short-Term,6.680322963482777,Intermediate,Medium,1.3,1204.91
Manure Spreader,Mower Model 37,Brand C,4,Fair,45,Hybrid,281,0.9941065120304291,Urban,0.32070825144599413,Short-Term,5.804710427195915,Advanced,High,1.0,3961.13
Mower,Combine Harvester Model 49,Brand D,1,Good,164,Diesel,160,0.4876801973638807,Urban,0.28681516750723524,Short-Term,8.545103934891985,Intermediate,Low,0.8,1264.18
Tractor,Seed Drill Model 4,Brand B,9,Good,232,Hybrid,340,0.907771101178843,Suburban,0.32590028654031244,Short-Term,5.883042383957085,Basic,High,1.3,2763.02
Harrow,Manure Spreader Model 25,Brand B,6,Good,229,Diesel,130,0.8669309778958508,Rural,0.9866410291309056,Short-Term,13.328817607302593,Basic,High,1.0,1336.49
Plough,Tractor Model 11,Brand A,5,Fair,123,Electric,55,0.4370354606865715,Urban,0.4432710038605766,Short-Term,13.740928569645742,Advanced,Low,1.0,615.28
Combine Harvester,Plough Model 25,Brand C,7,Poor,15,Hybrid,137,0.7905844793135934,Rural,0.31058659959547896,Long-Term,6.348439762363612,Advanced,Low,1.2,1180.19
Combine Harvester,Cultivator Model 46,Brand A,4,Poor,111,Diesel,493,0.7033094153420398,Rural,0.21122678056853628,Short-Term,11.74161299843962,Basic,Medium,1.2,3881.04
Manure Spreader,Sprayer Model 25,Brand B,8,Poor,44,Electric,332,0.6794316922531918,Suburban,0.14152962943877556,Short-Term,12.480353073506354,Basic,High,1.0,1756.16
Tractor,Combine Harvester Model 10,Brand A,5,Fair,145,Hybrid,73,0.9615412163909602,Suburban,0.9969132801824749,Short-Term,14.094390023232483,Basic,Low,1.3,1019.34
Harrow,Tractor Model 42,Brand C,5,Good,178,Diesel,191,0.3721521537124708,Urban,0.037869943138990614,Long-Term,5.2299514705728045,Basic,High,1.0,901.12
Sprayer,Plough Model 13,Brand D,6,Fair,180,Electric,455,0.9874794620793886,Suburban,0.26267683455967805,Short-Term,5.562698303141589,Advanced,Low,0.9,2523.82
Harrow,Seed Drill Model 26,Brand C,10,Good,155,Electric,110,0.40247680654564366,Rural,0.5767635859153708,Short-Term,13.831853482106965,Advanced,Medium,1.0,862.45
Sprayer,Manure Spreader Model 34,Brand D,12,Fair,181,Diesel,56,0.9456381644640183,Rural,0.1554770007749503,Short-Term,6.329548542435718,Advanced,High,0.9,199.1
Mower,Seed Drill Model 27,Brand C,7,Fair,278,Diesel,307,0.33545779508688167,Rural,0.16910852985786118,Short-Term,5.921717046824884,Basic,Medium,0.8,1090.04
Seed Drill,Seed Drill Model 42,Brand C,12,Good,181,Electric,303,0.7632039842907868,Urban,0.9795112370052612,Long-Term,8.98535837724115,Basic,Medium,1.2,1999.06
Combine Harvester,Sprayer Model 19,Brand A,5,Good,156,Diesel,318,0.19653199387942089,Suburban,0.13828918683663893,Short-Term,7.703107526383616,Advanced,High,1.2,4382.97
Manure Spreader,Mower Model 25,Brand C,2,Fair,230,Hybrid,72,0.026955642645216105,Urban,0.15473350043612,Short-Term,8.446824116590967,Advanced,High,1.0,541.6
Sprayer,Plough Model 45,Brand B,7,Good,108,Diesel,472,0.29995020942751904,Urban,0.8599734149780816,Long-Term,13.893482474456505,Intermediate,Medium,0.9,4357.59
Plough,Sprayer Model 36,Brand D,6,Good,234,Diesel,478,0.6082426629308902,Rural,0.9588248873932217,Short-Term,6.793981115382835,Intermediate,High,1.0,4971.41
Combine Harvester,Plough Model 3,Brand C,12,New,280,Diesel,176,0.28263902336355506,Rural,0.5584725296054153,Long-Term,12.36997740380639,Intermediate,High,1.2,1164.05
Combine Harvester,Tractor Model 26,Brand C,3,Good,134,Diesel,197,0.6508213593585759,Suburban,0.77643031764322,Short-Term,13.102767799786042,Basic,Low,1.2,3051.22
Cultivator,Combine Harvester Model 12,Brand C,5,Fair,14,Hybrid,358,0.037014437186507654,Rural,0.980464134521446,Long-Term,9.17459873505129,Advanced,High,1.1,6020.84
Plough,Seed Drill Model 33,Brand D,3,Good,95,Hybrid,466,0.4983203602842484,Rural,0.07561737900658738,Short-Term,8.277355814837161,Advanced,Medium,1.0,5492.79
Tractor,Plough Model 34,Brand D,4,Fair,36,Electric,138,0.9831407139943683,Rural,0.45180601019670175,Long-Term,13.69741346532867,Intermediate,High,1.3,1394.7
Combine Harvester,Harrow Model 1,Brand B,10,Good,169,Electric,339,0.542857815757336,Suburban,0.6735472646724506,Short-Term,10.876229000639814,Advanced,Low,1.2,3698.05
Manure Spreader,Combine Harvester Model 8,Brand C,3,Good,264,Diesel,63,0.7706636732649776,Urban,0.748819101690178,Long-Term,13.331545592561687,Basic,Low,1.0,472.01
Sprayer,Harrow Model 34,Brand B,1,Fair,151,Diesel,258,0.7346034376050428,Urban,0.8689963182051345,Short-Term,12.218628251291697,Intermediate,Low,0.9,3018.65
Seed Drill,Harrow Model 7,Brand C,11,New,146,Diesel,318,0.5325884186175294,Urban,0.4325259376545013,Short-Term,5.084964085011968,Basic,Medium,1.2,3242.1
Sprayer,Manure Spreader Model 22,Brand C,14,Good,225,Electric,456,0.1127104726628182,Urban,0.4626928716420807,Short-Term,9.786256400644493,Advanced,Low,0.9,2821.36
Seed Drill,Combine Harvester Model 47,Brand A,9,Fair,215,Diesel,223,0.05557366725202317,Suburban,0.5999380591307163,Short-Term,11.151085016801503,Intermediate,Low,1.2,1639.85
Seed Drill,Manure Spreader Model 9,Brand A,7,Fair,35,Hybrid,327,0.5258455470101359,Suburban,0.7576910311755196,Long-Term,12.69463051340545,Basic,High,1.2,3727.46
Mower,Mower Model 19,Brand D,1,Good,234,Diesel,460,0.6799095328248911,Suburban,0.10028265589283791,Short-Term,11.350181349298541,Basic,High,0.8,2425.28
Manure Spreader,Sprayer Model 5,Brand C,8,Good,273,Electric,88,0.8151280387139109,Rural,0.010238231285741528,Long-Term,12.389000411508913,Intermediate,Medium,1.0,301.7
Cultivator,Harrow Model 16,Brand C,7,Good,164,Electric,273,0.5953420285066205,Urban,0.6044730161591999,Long-Term,11.18386771519336,Intermediate,Medium,1.1,2000.39
Harrow,Manure Spreader Model 29,Brand C,10,Poor,69,Diesel,192,0.25558448816121826,Rural,0.5082893878968637,Short-Term,7.0124368899698455,Advanced,Low,1.0,1358.88
Plough,Plough Model 49,Brand C,2,Good,12,Hybrid,429,0.8083927158448199,Suburban,0.12175989336373816,Short-Term,11.031382280107474,Basic,Medium,1.0,5907.34
Mower,Seed Drill Model 26,Brand D,14,Fair,208,Electric,305,0.9768467549267063,Urban,0.36696752548156464,Short-Term,5.965910032763345,Basic,Medium,0.8,875.9
Manure Spreader,Manure Spreader Model 39,Brand B,4,New,223,Hybrid,399,0.6280762391678,Suburban,0.1698862068515391,Short-Term,10.398132161491812,Advanced,High,1.0,4767.75
Mower,Mower Model 49,Brand A,4,Poor,143,Hybrid,52,0.35671109638527165,Urban,0.1475601939218778,Short-Term,12.642682583762868,Basic,High,0.8,221.77
Sprayer,Combine Harvester Model 6,Brand B,10,Poor,86,Diesel,383,0.7886502098821633,Suburban,0.3876435976083338,Short-Term,12.494724071470038,Intermediate,Medium,0.9,1765.38
Manure Spreader,Manure Spreader Model 15,Brand B,8,Good,78,Hybrid,414,0.8375459364452724,Urban,0.2176642255765422,Short-Term,8.421705973711656,Basic,High,1.0,3886.16
Sprayer,Mower Model 48,Brand D,9,Fair,263,Diesel,137,0.7057417053127394,Suburban,0.017118456471219345,Short-Term,11.86672148636272,Advanced,Medium,0.9,419.52
Manure Spreader,Harrow Model 7,Brand B,9,Poor,70,Hybrid,278,0.4909766955867937,Rural,0.18650275237858538,Long-Term,13.51004526852081,Intermediate,High,1.0,1039.25
Harrow,Combine Harvester Model 17,Brand D,10,Good,197,Diesel,485,0.24349739211693489,Urban,0.06946113870299497,Long-Term,13.907977462638335,Intermediate,High,1.0,1278.09
Cultivator,Sprayer Model 41,Brand A,11,Good,74,Hybrid,185,0.37846839695503975,Rural,0.8291554532499443,Long-Term,5.040363124844283,Basic,Low,1.1,2113.8
Harrow,Cultivator Model 16,Brand C,7,Good,249,Diesel,183,0.41842238817313215,Rural,0.6704702024555943,Short-Term,5.904709613206716,Intermediate,Low,1.0,1702.62
Harrow,Manure Spreader Model 11,Brand A,13,Fair,278,Hybrid,237,0.45017894636207845,Rural,0.06558093655280084,Short-Term,5.2593948388394,Basic,Medium,1.0,895.82
Tractor,Seed Drill Model 14,Brand C,6,Good,59,Electric,228,0.6592995890914948,Suburban,0.5346914266875005,Short-Term,12.271829485060483,Basic,Low,1.3,3669.38
Manure Spreader,Plough Model 36,Brand B,6,Good,94,Electric,462,0.11288740500598138,Rural,0.9381510604954616,Long-Term,5.9546258017733,Advanced,High,1.0,7768.77
Manure Spreader,Sprayer Model 29,Brand A,13,Good,71,Electric,300,0.856339892013836,Urban,0.35099926151266014,Long-Term,13.681655113728553,Intermediate,Medium,1.0,2155.67
Mower,Harrow Model 8,Brand A,7,Good,83,Diesel,150,0.39944202484245717,Rural,0.8950269821704805,Short-Term,11.863807269717752,Intermediate,Low,0.8,2089.8
Plough,Sprayer Model 2,Brand A,4,New,152,Hybrid,86,0.36564900900737185,Suburban,0.5340537134115091,Long-Term,10.676718326542419,Advanced,High,1.0,1279.55
Manure Spreader,Mower Model 11,Brand B,2,Good,98,Electric,188,0.8506733387357811,Suburban,0.4082831960258041,Short-Term,14.163155859710903,Basic,Low,1.0,2531.1
Plough,Harrow Model 15,Brand D,5,Good,99,Diesel,398,0.1260290491182562,Urban,0.017743190733609415,Short-Term,11.736310106938868,Advanced,Medium,1.0,3600.56
Sprayer,Sprayer Model 49,Brand D,13,Good,141,Hybrid,295,0.6795482779568672,Urban,0.7699467896029033,Long-Term,6.281729954372903,Advanced,Low,0.9,1957.54
Combine Harvester,Cultivator Model 15,Brand B,9,Good,133,Diesel,497,0.9929647118110883,Suburban,0.08901751865979857,Short-Term,11.512371689595025,Intermediate,Medium,1.2,3836.53
Tractor,Sprayer Model 19,Brand C,6,Fair,220,Hybrid,307,0.42105206754615776,Suburban,0.6698167516606877,Long-Term,12.059679634776133,Advanced,Low,1.3,2354.93
Combine Harvester,Sprayer Model 21,Brand D,8,Good,287,Hybrid,240,0.5979496391638127,Rural,0.2835023792253778,Short-Term,14.12332856598303,Basic,Low,1.2,1318.67
Manure Spreader,Sprayer Model 48,Brand B,14,Good,219,Hybrid,292,0.7676866842777591,Suburban,0.5803199194934893,Short-Term,6.863869662241019,Intermediate,Medium,1.0,2136.17
Plough,Cultivator Model 5,Brand D,6,Poor,194,Diesel,425,0.9014211906993259,Urban,0.028340649558169284,Long-Term,9.650068225848571,Advanced,High,1.0,1135.4
Harrow,Plough Model 2,Brand A,12,Fair,157,Diesel,403,0.32989280194777293,Rural,0.2871034036600948,Short-Term,11.327691077839823,Basic,High,1.0,1864.56
Sprayer,Plough Model 37,Brand C,13,Poor,271,Electric,265,0.6152588110114436,Suburban,0.8381479854366974,Short-Term,10.974399860833923,Advanced,Medium,0.9,1173.5
Sprayer,Manure Spreader Model 40,Brand D,3,Fair,47,Electric,270,0.7896748962890702,Suburban,0.27321202310745774,Short-Term,13.73653870659628,Intermediate,Low,0.9,2266.66
Cultivator,Mower Model 41,Brand B,11,Fair,225,Electric,221,0.36773894043680655,Rural,0.3020949907910474,Long-Term,10.945641094526263,Intermediate,Medium,1.1,760.93
Combine Harvester,Manure Spreader Model 38,Brand C,1,Poor,38,Electric,316,0.054331266094675534,Urban,0.43461327896237956,Short-Term,7.559960528534729,Advanced,Medium,1.2,5302.7
Sprayer,Sprayer Model 32,Brand C,8,Fair,63,Electric,108,0.3384341847159299,Suburban,0.6482812490413915,Short-Term,6.2849044309285516,Basic,Medium,0.9,922.81
Manure Spreader,Plough Model 41,Brand A,13,Good,238,Electric,473,0.5028824467323979,Rural,0.397512992309331,Short-Term,8.067980430656034,Basic,Low,1.0,2965.96
Cultivator,Combine Harvester Model 38,Brand D,13,Good,208,Diesel,95,0.6497645218995642,Suburban,0.3682269686946228,Short-Term,11.737176002305635,Basic,Medium,1.1,447.16
Combine Harvester,Tractor Model 15,Brand A,2,Good,214,Hybrid,137,0.06276035189686402,Suburban,0.7085410493873091,Short-Term,6.442320511193872,Advanced,High,1.2,3041.44
Plough,Mower Model 46,Brand C,6,Good,215,Hybrid,356,0.23671270036789338,Urban,0.3975069617332947,Short-Term,11.087148222582941,Advanced,High,1.0,3188.83
Plough,Plough Model 46,Brand C,6,Good,24,Electric,310,0.6852710828185261,Rural,0.9736688430529813,Short-Term,12.297428898335834,Advanced,High,1.0,7146.17
Tractor,Tractor Model 14,Brand D,4,New,124,Electric,354,0.261406568114678,Rural,0.9581421678946556,Short-Term,9.197462664032415,Basic,High,1.3,7834.94
Mower,Combine Harvester Model 23,Brand B,12,Fair,211,Electric,69,0.665483820099842,Urban,0.07839872471686815,Short-Term,6.906598575633302,Intermediate,Medium,0.8,206.51
Plough,Plough Model 37,Brand A,14,Fair,285,Diesel,148,0.01933342131681537,Rural,0.9609150728523388,Long-Term,9.697446969677765,Advanced,Low,1.0,922.34
Sprayer,Harrow Model 3,Brand A,8,Good,99,Electric,193,0.025205983654366104,Suburban,0.008572967628039718,Short-Term,6.589439216586809,Basic,High,0.9,1414.0
Sprayer,Combine Harvester Model 33,Brand C,5,Good,37,Diesel,213,0.7340085028796378,Rural,0.11271414005473401,Long-Term,7.405375452425146,Basic,Low,0.9,1633.21
Mower,Combine Harvester Model 37,Brand B,9,Fair,284,Hybrid,277,0.5686205152098289,Urban,0.49983608735212215,Long-Term,14.962848341006003,Basic,Low,0.8,733.54
Tractor,Tractor Model 35,Brand D,6,Poor,17,Diesel,379,0.6631733339419074,Suburban,0.10173160388554292,Short-Term,7.677386890272167,Basic,High,1.3,2866.05
Combine Harvester,Seed Drill Model 26,Brand B,11,Good,146,Diesel,125,0.8760581485627742,Urban,0.05764488383442179,Long-Term,9.640297764708025,Advanced,Medium,1.2,740.33
Combine Harvester,Manure Spreader Model 14,Brand C,3,Good,216,Electric,243,0.45936243257735376,Urban,0.30683882641128835,Short-Term,12.27388384324216,Basic,High,1.2,2226.11
Mower,Cultivator Model 48,Brand A,12,Good,51,Diesel,386,0.10760395111920218,Rural,0.7179928261805564,Long-Term,7.961506150548462,Intermediate,Medium,0.8,3385.77
Seed Drill,Mower Model 45,Brand C,6,Fair,233,Diesel,411,0.3390516860609688,Urban,0.1606130151957469,Short-Term,13.299867452968973,Intermediate,High,1.2,2223.02
Sprayer,Plough Model 30,Brand D,1,Fair,237,Hybrid,474,0.4398181092064798,Suburban,0.6193855885558253,Short-Term,11.736716239683096,Basic,Medium,0.9,3078.77
Cultivator,Plough Model 4,Brand D,6,Poor,12,Electric,185,0.8692515915377989,Suburban,0.6929194832617611,Short-Term,11.836978641290559,Intermediate,Medium,1.1,1868.27
Harrow,Seed Drill Model 17,Brand D,5,Fair,262,Diesel,477,0.41832164043449627,Urban,0.2748280085689949,Short-Term,12.023675739783144,Basic,High,1.0,2126.79
Mower,Manure Spreader Model 2,Brand B,13,Fair,49,Hybrid,130,0.2096292037310028,Rural,0.15281608583756112,Long-Term,11.132031459406992,Intermediate,High,0.8,497.14
Plough,Manure Spreader Model 35,Brand D,12,Good,23,Diesel,110,0.8994801192105149,Urban,0.5041545791903227,Long-Term,9.771052429420589,Advanced,Low,1.0,983.97
Tractor,Seed Drill Model 26,Brand A,6,Fair,102,Diesel,99,0.27332452784004224,Rural,0.22171590941666441,Short-Term,10.860947856664957,Basic,Low,1.3,1010.12
Tractor,Plough Model 25,Brand C,3,Good,11,Hybrid,256,0.30597463922123225,Urban,0.1879065826381794,Short-Term,12.069054538662828,Basic,High,1.3,4498.87
Harrow,Cultivator Model 33,Brand D,6,New,171,Hybrid,493,0.6252903603665586,Suburban,0.0050027285197769,Long-Term,13.452264068804178,Intermediate,Medium,1.0,2293.6
Sprayer,Plough Model 41,Brand D,14,Good,45,Electric,274,0.7241067573978409,Suburban,0.9785464236744696,Short-Term,5.7695409796860675,Intermediate,Medium,0.9,3307.02
Manure Spreader,Seed Drill Model 14,Brand D,13,Fair,98,Diesel,308,0.08754856273752676,Urban,0.09508900529261921,Long-Term,8.770065497306321,Advanced,High,1.0,1197.88
Tractor,Combine Harvester Model 43,Brand C,13,Poor,52,Diesel,318,0.6128878641933885,Suburban,0.5851684117192618,Short-Term,9.793942474934532,Basic,High,1.3,2369.91
Combine Harvester,Combine Harvester Model 34,Brand D,9,Good,228,Electric,53,0.0626849157299656,Suburban,0.8333994324099505,Short-Term,5.754562461501896,Basic,High,1.2,450.86
Cultivator,Cultivator Model 8,Brand A,3,Good,226,Electric,289,0.019514150046867407,Suburban,0.4545669717949926,Long-Term,7.233448513581349,Basic,High,1.1,2687.86
Harrow,Mower Model 30,Brand D,1,Good,273,Electric,340,0.8171457903190832,Urban,0.2154918706133695,Short-Term,9.052136534202251,Intermediate,High,1.0,2851.53
Seed Drill,Sprayer Model 24,Brand A,10,Poor,251,Diesel,133,0.3245866907534529,Suburban,0.8589780806234387,Long-Term,9.382498312238344,Intermediate,Medium,1.2,624.44
Manure Spreader,Combine Harvester Model 10,Brand D,13,Poor,150,Hybrid,332,0.7223716518170195,Urban,0.749830901533267,Short-Term,12.626856116772228,Intermediate,High,1.0,1348.11
Mower,Harrow Model 45,Brand D,8,Good,103,Hybrid,228,0.7621905738467498,Urban,0.2305744308815959,Short-Term,8.672145402793358,Advanced,Low,0.8,1671.95
Seed Drill,Plough Model 4,Brand B,3,New,120,Diesel,430,0.5744405638147053,Suburban,0.9715582100188962,Long-Term,5.5148234720658955,Intermediate,High,1.2,10331.87
Mower,Mower Model 38,Brand C,13,New,275,Electric,224,0.3540922177758561,Rural,0.44959103923590105,Short-Term,11.465749354724895,Basic,Medium,0.8,1134.68
Cultivator,Combine Harvester Model 23,Brand B,3,Good,83,Diesel,455,0.1889610060820488,Rural,0.4355930201223436,Short-Term,10.447408760894145,Basic,Medium,1.1,7407.34
Mower,Tractor Model 36,Brand D,12,Fair,45,Diesel,75,0.16670893269824938,Rural,0.5683395912002316,Long-Term,7.677561693520345,Intermediate,High,0.8,346.14
Manure Spreader,Cultivator Model 35,Brand D,12,Good,220,Diesel,265,0.714077474560677,Urban,0.3723418926733053,Short-Term,5.01197532297907,Intermediate,Low,1.0,1425.42
Sprayer,Combine Harvester Model 23,Brand C,1,Good,280,Hybrid,395,0.35107482740132634,Suburban,0.918192751990574,Long-Term,10.179933638412296,Basic,High,0.9,3485.65
Mower,Sprayer Model 24,Brand A,7,Fair,32,Hybrid,289,0.9587077516988404,Urban,0.09751205221476733,Short-Term,11.955349454676536,Intermediate,High,0.8,2061.27
Sprayer,Harrow Model 9,Brand C,5,Good,269,Hybrid,378,0.9783901115715775,Suburban,0.3456487924461785,Short-Term,9.22976041102546,Intermediate,Medium,0.9,2761.16
Combine Harvester,Cultivator Model 12,Brand C,8,New,54,Electric,190,0.45879185671559064,Urban,0.8100500966178061,Short-Term,5.7110568132272475,Basic,High,1.2,4123.43
Cultivator,Combine Harvester Model 42,Brand B,7,Fair,266,Hybrid,348,0.20320173738706626,Suburban,0.48883449831777015,Short-Term,13.097551375154556,Intermediate,High,1.1,2270.58
Harrow,Mower Model 19,Brand D,10,Fair,256,Hybrid,235,0.644044090345563,Urban,0.18504761261889358,Short-Term,14.248789650637889,Basic,Medium,1.0,619.22
Sprayer,Mower Model 17,Brand C,1,Good,178,Hybrid,131,0.7301997014116327,Rural,0.43535514002206654,Short-Term,10.305084351045274,Basic,Low,0.9,1178.83
Manure Spreader,Cultivator Model 38,Brand C,3,Poor,38,Diesel,425,0.10410157079369797,Urban,0.9505687641577271,Short-Term,11.077661485391115,Advanced,Low,1.0,6745.03
Combine Harvester,Combine Harvester Model 16,Brand A,4,Good,269,Hybrid,412,0.6208741371196981,Rural,0.23519954752611139,Long-Term,10.403395255212,Intermediate,High,1.2,3454.26
Plough,Mower Model 42,Brand A,1,Poor,104,Hybrid,428,0.48590408102539073,Urban,0.1743254493688714,Long-Term,14.522837815845486,Intermediate,High,1.0,2582.51
Harrow,Plough Model 39,Brand C,14,Good,101,Diesel,156,0.3759548224564637,Urban,0.5138763516218616,Long-Term,7.750083884147985,Intermediate,Low,1.0,1060.3
Cultivator,Harrow Model 16,Brand C,11,Good,135,Electric,90,0.31385244616194774,Suburban,0.18908469258201488,Short-Term,8.01213829280658,Intermediate,Medium,1.1,610.86
Harrow,Sprayer Model 20,Brand B,14,Good,168,Electric,379,0.8757860693395249,Rural,0.3658159417276199,Short-Term,10.240668283578579,Intermediate,Medium,1.0,2422.3
Mower,Mower Model 33,Brand A,3,Fair,17,Diesel,420,0.3913290737445587,Rural,0.9072917197449576,Short-Term,8.12456305749211,Advanced,Low,0.8,9078.24
Seed Drill,Seed Drill Model 6,Brand D,1,Good,209,Diesel,210,0.534064905007207,Rural,0.9265635157970354,Long-Term,6.302034827101,Basic,Medium,1.2,2407.31
Seed Drill,Sprayer Model 12,Brand A,3,Good,100,Hybrid,95,0.3883610244145892,Suburban,0.8931289094690986,Short-Term,12.415437167422887,Basic,High,1.2,2190.27
